Commune,UrbanLevel
Kegworth and Whatton,2
Measham,2
Ravenstone and Packington,2
Kirton,2
Burgh le Marsh,2
Coningsby and Tattershall,2
Holton le Clay,2
Horncastle,2
Tetney,2
Woodhall Spa,2
Wragby,2
Bracebridge Heath and Waddington East,2
Branston,2
Heckington Rural,2
Heighington and Washingborough,2
Leasingham and Rauceby,2
Metheringham,2
Ruskington,2
Skellingthorpe,2
Crowland and Deeping St Nicholas,2
Holbeach Town,2
Long Sutton,2
Sutton Bridge,2
Barrowby,2
Isaac Newton,2
Morkery,2
Ringstone,2
Saxonwell,2
Thurlby,2
Toller,2
Bardney,2
Caistor,2
Cherry Willingham,2
Dunholme,2
Market Rasen,2
Nettleham,2
Saxilby,2
Scotter,2
Sudbrooke,2
Welton,2
Yarborough,2
Conifer,2
Harling and Heathlands,2
Necton,2
Shipdham,2
Swaffham,2
Watton,2
Weeting,2
Acle,2
Aylsham,2
Brundall,2
Burlingham,2
Horsford and Felthorpe,2
Reepham,2
Spixworth with St Faiths,2
Caister North,2
Caister South,2
East Flegg,2
Lothingland,2
West Flegg,2
Clenchwarton,2
Dersingham,2
Watlington,2
Briston,2
Cromer Town,2
Holt,2
Mundesley,2
Sheringham North,2
Sheringham South,2
Stalham and Sutton,2
Suffield Park,2
Ditchingham and Broome,2
Hingham and Deopham,2
Newton Flotman,2
Poringland with the Framinghams,2
Stratton,2
Harleston,2
Hethersett,2
Loddon,2
Mulbarton,2
Braunston,2
Brixworth,2
Crick,2
Long Buckby,2
Spratton,2
Weedon,2
West Haddon and Guilsborough,2
Woodford,2
Irthlingborough John Pyel,2
Irthlingborough Waterloo,2
Lyveden,2
Oundle,2
Raunds Saxon,2
Raunds Windmill,2
Stanwick,2
Thrapston Lakes,2
Thrapston Market,2
Woodford,2
Rothwell,2
Slade,2
Blisworth and Roade,2
Deanshanger,2
Grange Park,2
Heyfords and Bugbrooke,2
Kings Sutton,2
Kingthorn,2
Middleton Cheney,2
Old Stratford,2
Salcey,2
Silverstone,2
Towcester Brook,2
Towcester Mill,2
Whittlewood,2
Earls Barton,2
Finedon,2
Irchester,2
South,2
Wollaston,2
Cowling,2
Embsay-with-Eastby,2
Grassington,2
Hellifield and Long Preston,2
Bedale,2
Brompton,2
Easingwold,2
Great Ayton,2
Stokesley,2
Boroughbridge,2
Brompton-on-Swale and Scorton,2
Catterick,2
Colburn,2
Richmond Central,2
Richmond East,2
Richmond West,2
Filey,2
Hertford,2
Camblesforth,2
Hambleton,2
Hemingbrough,2
Monk Fryston and South Milford,2
Riccall with Escrick,2
Sherburn in Elmet,2
Tadcaster East,2
Tadcaster West,2
Carlton,2
Harworth,2
Langold,2
Ranskill,2
Burton Joyce and Stoke Bardolph,2
Calverton,2
Ravenshead,2
Woodborough,2
Blidworth,2
Boughton,2
Collingham and Meering,2
Edwinstowe,2
Farnsfield and Bilsthorpe,2
Ollerton,2
Rainworth,2
Southwell East,2
Southwell North,2
Southwell West,2
Bingham East,2
Bingham West,2
Cotgrave,2
Gotham,2
Keyworth North,2
Keyworth South,2
Leake,2
Manvers,2
Oak,2
Tollerton,2
Trent,2
Wiverton,2
Ambrosden and Chesterton,2
Bloxham and Bodicote,2
Deddington,2
Hook Norton,2
"Yarnton, Gosford and Water Eaton",2
Benson,2
Chalgrove,2
Chinnor,2
Cholsey and Wallingford South,2
Goring,2
Sonning Common,2
Woodcote,2
Blewbury and Upton,2
Drayton,2
Faringdon and The Coxwells,2
Harwell,2
Kingston Bagpuize with Southmoor,2
Marcham and Shippon,2
Radley,2
Shrivenham,2
Stanford,2
Bampton and Clanfield,2
Burford,2
Charlbury and Finstock,2
Chipping Norton,2
Eynsham and Cassington,2
Freeland and Hanborough,2
Milton-under-Wychwood,2
North Leigh,2
The Bartons,2
Woodstock and Bladon,2
Creech,2
Glastonbury St Benedict's,2
Glastonbury St Edmund's,2
Glastonbury St John's,2
Glastonbury St Mary's,2
Bruton,2
Cary,2
Crewkerne,2
Curry Rivel,2
Eggwood,2
Hamdon,2
Ilminster,2
Langport and Huish,2
Martock,2
Milborne Port,2
South Petherton,2
Tatworth and Forton,2
Wessex,2
Wincanton,2
Bishop's Lydeard,2
Ruishton and Creech,2
Wiveliscombe and West Deane,2
Norton Canes,2
Churnet,2
Needwood,2
Tutbury and Outwoods,2
Weaver,2
Yoxall,2
Alrewas and Fradley,2
Armitage with Handsacre,2
Shenstone,2
Whittington,2
Audley and Bignall End,2
Madeley,2
Brewood and Coven,2
Featherstone and Shareshill,2
Kinver,2
Pattingham and Patshull,2
Penkridge North East and Acton Trussell,2
Penkridge South East,2
Penkridge West,2
"Wheaton Aston, Bishopswood and Lapley",2
Gnosall and Woodseaves,2
Haywood and Hixon,2
Biddulph Moor,2
Checkley,2
Alton,2
Glemsford and Stanstead,2
Hadleigh North,2
Hadleigh South,2
Lavenham,2
Long Melford,2
Mid Samford,2
Waldingfield,2
Brandon East,2
Brandon West,2
Lakenheath,2
Red Lodge,2
Claydon and Barham,2
Debenham,2
Elmswell and Norton,2
Eye,2
Haughley and Wetherden,2
Needham Market,2
Thurston and Hessett,2
Woolpit,2
Barrow,2
Clare,2
Ixworth,2
Kedington,2
Stanton,2
Framlingham,2
Rendlesham,2
Saxmundham,2
Wickham Market,2
Bungay,2
Halesworth,2
Kessingland,2
Southwold and Reydon,2
Send,2
Beare Green,2
Box Hill and Headley,2
Westcott,2
Bagshot,2
Lightwater,2
Dormansland and Felcourt,2
Godstone,2
Lingfield and Crowhurst,2
Bletchingley and Nutfield,2
"Burstow, Horne and Outwood",2
Chiddingfold and Dunsfold,2
Hindhead,2
Milford,2
Baddesley and Grendon,2
Coleshill North,2
Coleshill South,2
Dordon,2
Hurley and Wood End,2
Kingsbury,2
Polesworth East,2
Polesworth West,2
Water Orton,2
Earl Craven and Wolston,2
Lawford and King's Newnham,2
Ryton-on-Dunsmore,2
Harbury,2
Quinton,2
Shipston,2
Southam,2
Studley,2
Bishop's Tachbrook,2
Budbrooke,2
Arundel,2
Barnham,2
Findon,2
Yapton,2
Bosham,2
Easebourne,2
East Wittering,2
Fernhurst,2
Lavant,2
Midhurst,2
Sidlesham,2
Tangmere,2
West Wittering,2
Billingshurst and Shipley,2
"Bramber, Upper Beeding and Woodmancote",2
Chanctonbury,2
Chantry,2
"Cowfold, Shermanbury and West Grinstead",2
Henfield,2
Pulborough and Coldwatham,2
Rudgwick,2
Southwater,2
Steyning,2
Ardingly and Balcombe,2
Cuckfield,2
Alvechurch,2
Stoke Prior,2
Kempsey,2
Tenbury,2
Badsey,2
Bredon,2
Broadway and Wickhamford,2
Dodderhill,2
Drakes Broughton,2
Lovett and North Claines,2
Pershore,2
Bewdley and Arley,2
Cookley,2
Wribbenhall,2
Henley,2
Kinwarton,2
Barnard Castle East,2
Brandon,2
Burnopfield and Dipton,2
Chilton,2
Coundon,2
Coxhoe,2
Crook North and Tow Law,2
Crook South,2
Deerness Valley,2
Durham South,2
Easington,2
Evenwood,2
Ferryhill,2
Lanchester,2
Lumley,2
Murton,2
Sacriston,2
Sedgefield,2
Sherburn,2
Shildon West,2
Thornley,2
Trimdon,2
Willington,2
Bywell,2
Choppington,2
Corbridge,2
Hartley,2
Holywell,2
Lynemouth,2
Newbiggin Central and East,2
Pegswood,2
Seghill with Seaton Delaval,2
Stakeford,2
Ulgham,2
Albrighton,2
Church Stretton and Craven Arms,2
Ellesmere Urban,2
Highley,2
Rea Valley,2
Much Wenlock,2
St Martin's,2
"Gobowen, Selattyn and Weston Rhyn",2
Shifnal North,2
Shifnal South and Cosford,2
Wem,2
Whitchurch North,2
Whitchurch South,2
Callington,2
Hayle North,2
Hayle South,2
Lelant and Carbis Bay,2
Liskeard Central,2
Liskeard North,2
Liskeard South and Dobwalls,2
Looe East,2
Looe West and Lansallos,2
Lostwithiel,2
Penryn East and Mylor,2
Perranporth,2
Porthleven and Helston South,2
Roche,2
St Agnes,2
St Blaise,2
St Columb,2
St Dennis,2
St Ives North,2
St Ives South,2
St Stephen,2
Stithians,2
Torpoint East,2
Torpoint West,2
Tywardreath,2
Wadebridge East,2
Wadebridge West,2
Aldbourne and Ramsbury,2
Bradford-on-Avon North,2
Bradford-on-Avon South,2
Cricklade and Latton,2
Durrington and Larkhill,2
Ludgershall and Perham Down,2
Malmesbury,2
Marlborough East,2
Marlborough West,2
Mere,2
Pewsey,2
Purton,2
Southwick,2
Tidworth,2
Wilton and Lower Wylye Valley,2
"Brading, St Helens and Bembridge",2
Freshwater North,2
Freshwater South,2
Godshill and Wroxall,2
Totland,2
Ventnor East,2
Ventnor West,2
Wootton Bridge,2
"Kilburn, Denby and Holbrook",2
Alconbury and The Stukeleys,2
Buckden,2
Earith,2
Ramsey,2
Warboys and Bury,2
Feniton and Buckerell,2
Boniface,2
Queen Eleanor and Buccleuch,2
Earby,2
Foulridge,2
Coxheath and Hunton,2
Holme Valley North,2
Kirkburton,2
Shurdington,2
Winchcombe,2
Fenstanton,2
Little Paxton,2
Somersham,2
Alcester,2
Bidford and Salford,2
Wellesbourne,2
Banwell and Winscombe,2
Wrington,2
Dane Valley,2
Haslington,2
Chester Villages,2
Frodsham,2
Helsby,2
Saughall and Mollington,2
Tarporley,2
Tarvin and Kelsall,2
Weaver and Cuddington,2
Stansted South,2
Takeley and the Canfields,2
The Chesterfords,2
Bromham and Biddenham,2
Clapham,2
Eastcotts,2
Oakley,2
Wootton,2
Arlesey,2
Barton-le-Clay,2
Caddington,2
Cranfield and Marston Moretaine,2
Eaton Bray,2
Potton,2
Silsoe and Shillington,2
Stotfold and Langford,2
Toddington,2
Etwall,2
Hatton,2
Hilton,2
Melbourne,2
Willington and Findern,2
Market Warsop,2
Meden,2
Netherfield,2
Warsop Carrs,2
Cannington and Wembdon,2
Cheddar and Shipham,2
King's Isle,2
North Petherton,2
Puriton and Woolavington,2
Watchet,2
Williton,2
Fordingbridge,2
Beaumaris,2
Braint,2
Cadnant,2
Gwyngyll,2
Tudur,2
Tysilio,2
Cadnant,2
Deiniolen,2
Gerlan,2
Llanberis,2
Llanrug,2
Menai (Caernarfon),2
Ogwen,2
Peblig (Caernarfon),2
Seiont,2
Y Felinheli,2
Bryn,2
Capelulo,2
Conwy,2
Llanddulas,2
Llansanffraid,2
Llysfaen,2
Pandy,2
Pant-yr-afon/Penmaenan,2
Bodelwyddan,2
Denbigh Central,2
Denbigh Lower,2
Denbigh Upper/Henllan,2
Llangollen,2
Rhuddlan,2
Ruthin,2
St. Asaph East,2
St. Asaph West,2
Broughton North East,2
Broughton South,2
Caergwrle,2
Higher Kinnerton,2
Hope,2
Leeswood,2
Mostyn,2
Northop,2
Penyffordd,2
Chirk North,2
Chirk South,2
Llay,2
Marford and Hoseley,2
Crickhowell,2
St. Mary,2
Johnston,2
Neyland: East,2
Neyland: West,2
Pembroke Dock: Central,2
Pembroke Dock: Llanion,2
Pembroke Dock: Market,2
Pembroke Dock: Pennar,2
Pembroke: Monkton,2
Pembroke: St. Mary North,2
Pembroke: St. Mary South,2
Pembroke: St. Michael,2
Burry Port,2
Garnant,2
Glanamman,2
Hendy,2
Kidwelly,2
Llandeilo,2
Llandybie,2
Pembrey,2
Trimsaran,2
Bishopston,2
Fairwood,2
Pontardulais,2
Blaengwrach,2
Bryn and Cwmavon,2
Crynant,2
Cwmllynfell,2
Glyncorrwg,2
Glynneath,2
Gwynfi,2
Resolven,2
Seven Sisters,2
Bettws,2
Blaengarw,2
Felindre,2
Hendre,2
Llangynwyd,2
Nant-y-moel,2
Ogmore Vale,2
Penprysg,2
Pontycymmer,2
Cowbridge,2
Rhoose,2
Abercynon,2
Brynna,2
Ferndale,2
Gilfach Goch,2
Glyncoch,2
Hirwaun,2
Maerdy,2
Pen-y-waun,2
Tonyrefail East,2
Tonyrefail West,2
Ynysybwl,2
Bedlinog,2
Merthyr Vale,2
Aber Valley,2
Argoed,2
Moriah,2
New Tredegar,2
Pontlottyn,2
Twyn Carno,2
Ynysddu,2
Llanhilleth,2
Blaenavon,2
Llanyrafon South,2
Goetre Fawr,2
Llanelly Hill,2
Llanwenarth Ultra,2
Mill,2
Raglan,2
Rogiet,2
The Elms,2
Usk,2
Caerleon,2
Llanwern,2
Marshfield,2
Creigiau/St. Fagans,2
Pentyrch,2
Llanfihangel Ysgeifiog,2
Llanharan,2
Llanharry,2
Brymbo,2
Coedpoeth,2
Gresford East and West,2
Holt,2
Llanbradach,2
Cwm,2
Kington Town,3
Aspatria,3
Keswick,3
Silloth,3
Appleby (Appleby),3
Appleby (Bongate),3
Ambleside and Grasmere,3
Sedbergh and Kirkby Lonsdale,3
Windermere Bowness North,3
Windermere Bowness South,3
Windermere Town,3
Combe Martin,3
Lynton and Lynmouth,3
South Molton,3
Holsworthy,3
North Tawton,3
Okehampton East,3
Okehampton West,3
Alford,3
Spilsby,3
Heacham,3
Hunstanton,3
Snettisham,3
Lancaster North,3
Lancaster South,3
Priory,3
Bentham,3
Settle and Ribblebanks,3
Sowerby,3
Thirsk,3
Mashamshire,3
Leyburn,3
Kirkbymoorside,3
Pickering East,3
Pickering West,3
Aldeburgh,3
Leiston,3
Alnwick,3
Amble,3
Amble West with Warkworth,3
Bamburgh,3
Haltwhistle,3
Lesbury,3
Bude North and Stratton,3
Bude South,3
Launceston Central,3
Launceston South,3
Padstow,3
Porlock and District,3
Amlwch Port,3
Brynteg,3
Cefni,3
Cyngar,3
Llanbadrig,3
Rhosneigr,3
Valley,3
Aberdovey,3
Abermaw,3
Abersoch,3
Bala,3
Bowydd and Rhiw,3
Criccieth,3
Diffwys and Maenofferen,3
Dolgellau North,3
Dolgellau South,3
Harlech,3
Nefyn,3
Penrhyndeudraeth,3
Penygroes,3
Porthmadog East,3
Pwllheli North,3
Pwllheli South,3
Tywyn,3
Crwst,3
Gower,3
Builth,3
Hay,3
Knighton,3
Llandrindod East/Llandrindod West,3
Llandrindod North,3
Llandrindod South,3
Llanidloes,3
Machynlleth,3
Presteigne,3
Rhayader,3
St. David Within,3
St. John,3
Talgarth,3
Welshpool Castle,3
Welshpool Gungrog,3
Welshpool Llanerchyddol,3
Aberaeron,3
Aberteifi/Cardigan-Mwldan,3
Aberteifi/Cardigan-Rhyd-y-Fuwch,3
Aberteifi/Cardigan-Teifi,3
Lampeter,3
Llandysul Town,3
New Quay,3
Fishguard North East,3
Fishguard North West,3
Goodwick,3
Narberth,3
Newport,3
St. David's,3
Saundersfoot,3
Tenby: North,3
Tenby: South,3
Llandovery,3
Whitland,3
Llanbedrgoch,3
Kilgetty/Begelly,3
Penistone East,3
Ryburn,3
Harewood,3
Elwick,3
Northern Parishes,3
Western Parishes,3
Sadberge and Whessoe,3
North Turton with Tockholes,3
East Wolds and Coastal,3
Mid Holderness,3
"Snaith, Airmyn, Rawcliffe and Marshland",3
Wolds Weighton,3
Axholme South,3
Wheldrake,3
Braunston and Belton,3
Cottesmore,3
Exton,3
Greetham,3
Lyddington,3
Martinsthorpe,3
Normanton,3
Whissendine,3
Backbury,3
Bringsty,3
"Burghill, Holmer and Lyde",3
Frome,3
Golden Cross with Weobley,3
Golden Valley South,3
Hagley,3
Hampton Court,3
Hollington,3
Hope End,3
Kerne Bridge,3
Llangarron,3
Old Gore,3
Penyard,3
Pontrilas,3
Stoney Street,3
Sutton Walls,3
Valletts,3
Wormsley Ridge,3
Edgmond,3
Ercall Magna,3
Bathavon South,3
Bathavon West,3
Chew Valley North,3
Chew Valley South,3
Clutton,3
Farmborough,3
Mendip,3
Blagdon and Churchill,3
Gordano,3
Charfield,3
Cotswold Edge,3
Ladden Brook,3
Severn,3
Ridgeway,3
Barnack,3
Aldermaston,3
Basildon,3
Bucklebury,3
Chieveley,3
Compton,3
Downlands,3
Kintbury,3
Sulhamstead,3
Hurley and Walthams,3
Hurst,3
Swallowfield,3
Sherington,3
Brill,3
Edlesborough,3
Great Brickhill,3
Great Horwood,3
Grendon Underwood,3
Long Crendon,3
Luffield Abbey,3
Marsh Gibbon,3
Quainton,3
Stewkley,3
Tingewick,3
Wingrave,3
"Ashley Green, Latimer and Chenies",3
"Ballinger, South Heath and Chartridge",3
"Cholesbury, The Lee and Bellingdon",3
Little Missenden,3
Hedgerley and Fulmer,3
Wexham and Iver West,3
Bledlow and Bradenham,3
Hambleden Valley,3
Icknield,3
"Lacey Green, Speen and the Hampdens",3
Bottisham,3
Downham Villages,3
Dullingham Villages,3
Fordham Villages,3
Stretham,3
The Swaffhams,3
"Benwick, Coates and Eastrea",3
Parson Drove and Wisbech St Mary,3
Roman Bank,3
Elton and Folksworth,3
Balsham,3
Barton,3
Bassingbourn,3
Fowlmere and Foxton,3
Harston and Hauxton,3
Haslingfield and The Eversdens,3
Meldreth,3
Orwell and Barrington,3
Papworth and Elsworth,3
The Abingtons,3
The Mordens,3
The Wilbrahams,3
Whittlesford,3
Clifton,3
Dalton,3
Ellen,3
Marsh,3
Wampool,3
Warnell,3
Waver,3
Burgh,3
Dalston,3
Great Corby and Geltsdale,3
Hayton,3
Stanwix Rural,3
Wetheral,3
Arlecdon,3
Beckermet,3
Ennerdale,3
Hesket,3
Skelton,3
Broughton,3
Burneside,3
Cartmel and Grange West,3
Crooklands,3
Levens,3
Low Furness,3
Lyth Valley,3
Mid Furness,3
Staveley-in-Cartmel,3
Whinfell,3
Alport,3
Heage and Ambergate,3
South West Parishes,3
Wingfield,3
Brailsford,3
Calver,3
Carsington Water,3
Chatsworth,3
Clifton and Bradley,3
Dovedale and Parwich,3
Doveridge and Sudbury,3
Hartington and Taddington,3
Hathersage and Eyam,3
Hulland,3
Lathkill and Bradford,3
Litton and Longstone,3
Masson,3
Norbury,3
Stanton,3
Winster and South Darley,3
Hope Valley,3
Limestone Peak,3
St John's,3
Sett,3
Ashover,3
Barlow and Holmesfield,3
Shirland,3
Unstone,3
Broadclyst,3
Clyst Valley,3
Coly Valley,3
Exe Valley,3
Newbridges,3
Otterhead,3
Raleigh,3
Sidmouth Rural,3
Tale Vale,3
Trinity,3
Yarty,3
Cadbury,3
Canonsleigh,3
Clare and Shuttern,3
Cullompton Outer,3
Halberton,3
Sandford and Creedy,3
Taw Vale,3
Upper Culm,3
Way,3
Bratton Fleming,3
Georgeham and Mortehoe,3
Heanton Punchardon,3
Instow,3
"Landkey, Swimbridge and Taw",3
Marwood,3
Allington and Loddiswell,3
Avon and Harbourne,3
Charterlands,3
Cornwood and Sparkwell,3
Dartington,3
Eastmoor,3
Erme Valley,3
Saltstone,3
Skerries,3
Stokenham,3
Thurlestone,3
Wembury and Brixton,3
West Dart,3
Haytor,3
Moorland,3
Teignbridge North,3
Teign Valley,3
Kenwith,3
Monkleigh and Littleham,3
Two Rivers,3
Buckland Monachorum,3
Burrator,3
Drewsteignton,3
Lydford,3
Mary Tavy,3
Milton Ford,3
Tamarside,3
Thrushel,3
Crane,3
Handley Vale,3
Holt,3
Stour,3
Abbey,3
Bourton and District,3
Bulbarrow,3
Cranborne Chase,3
Hill Forts,3
Lydden Vale,3
Marnhull,3
Riversdale,3
The Beacon,3
The Lower Tarrants,3
The Stours,3
Castle,3
Creech Barrow,3
West Purbeck,3
Winfrith,3
Wool,3
Bradford Abbas,3
Broadmayne,3
Broadwindsor,3
Burton Bradstock,3
Cam Vale,3
Chesil Bank,3
Chideock and Symondsbury,3
Frome Valley,3
Halstock,3
Loders,3
Maiden Newton,3
Marshwood Vale,3
Netherbury,3
Piddle Valley,3
Puddletown,3
Queen Thorne,3
Winterborne St Martin,3
Yetminster,3
Barcombe and Hamsey,3
Chailey and Wivelsfield,3
Kingston,3
"Plumpton, Streat, East Chiltington and St John (Without)",3
Brede Valley,3
Crowhurst,3
Darwell,3
Eastern Rother,3
Ewhurst and Sedlescombe,3
Marsham,3
Rother Levels,3
Salehurst,3
Ticehurst and Etchingham,3
Alfriston,3
Chiddingly and East Hoathly,3
Cross in Hand/Five Ashes,3
Danehill/Fletching/Nutley,3
Framfield,3
Frant/Withyham,3
Hartfield,3
Heathfield East,3
Herstmonceux,3
Mayfield,3
Ninfield and Hooe with Wartling,3
Rotherfield,3
Wadhurst,3
Black Notley and Terling,3
Bumpstead,3
Gosfield and Greenstead Green,3
Panfield,3
Stour Valley North,3
Stour Valley South,3
Three Fields,3
Upper Colne,3
Tipps Cross,3
Bicknacre and East and West Hanningfield,3
Chelmsford Rural West,3
Dedham and Langham,3
Fordham and Stour,3
Great Tey,3
Pyefleet,3
"Broadley Common, Epping Upland and Nazeing",3
"Hastingwood, Matching and Sheering Village",3
"High Ongar, Willingale and The Rodings",3
Moreton and Fyfield,3
Passingford,3
Waltham Abbey High Beach,3
Althorne,3
Purleigh,3
Tillingham,3
Tolleshunt D'Arcy,3
Wickham Bishops and Woodham,3
Ashingdon and Canewdon,3
Barling and Sutton,3
Ardleigh and Little Bromley,3
"Bradfield, Wrabness and Wix",3
Little Clacton and Weeley,3
"Thorrington, Frating, Elmstead and Great Bromley",3
Ashdon,3
Barnston and High Easter,3
Clavering,3
Felsted,3
Littlebury,3
Stebbing,3
Stort Valley,3
The Eastons,3
The Rodings,3
The Sampfords,3
Wenden Lofts,3
Wimbish and Debden,3
Ampney-Coln,3
Avening,3
Blockley,3
Chedworth,3
Churn Valley,3
Ermin,3
Fosseridge,3
Grumbolds Ash,3
Hampton,3
Rissingtons,3
Riversmeet,3
Sandywell,3
Thames Head,3
Three Rivers,3
Awre,3
Blaisdon and Longhope,3
Bromesberrow and Dymock,3
Christchurch and English Bicknor,3
Churcham and Huntley,3
Hartpury,3
Hewelsfield and Woolaston,3
Lydbrook and Ruardean,3
Newland and St Briavels,3
Newnham and Westbury,3
Oxenhall and Newent North East,3
Pillowell,3
Redmarley,3
Tibberton,3
Bisley,3
Coaley and Uley,3
Eastington and Standish,3
Kingswood,3
Severn,3
Vale,3
Highnam with Haw Bridge,3
Twyning,3
"Burghclere, Highclere and St Mary Bourne",3
East Woodhay,3
Pamber and Silchester,3
Sherborne St John,3
Upton Grey and The Candovers,3
Binsted and Bentley,3
Downland,3
East Meon,3
Froxfield and Steep,3
Ropley and Tisted,3
Selborne,3
The Hangers and Forest,3
Crondall,3
Eversley,3
Long Sutton,3
"Bramshaw, Copythorne North and Minstead",3
Brockenhurst and Forest South East,3
Ampfield and Braishfield,3
Amport,3
Anna,3
Blackwater,3
Bourne Valley,3
Broughton and Stockbridge,3
Dun Valley,3
Harewood,3
Kings Somborne and Michelmersh,3
Over Wallop,3
Penton Bellinger,3
Boarhunt and Southwick,3
Cheriton and Bishops Sutton,3
Compton and Otterbourne,3
"Droxford, Soberton and Hambledon",3
Itchen Valley,3
Owslebury and Curdridge,3
Sparsholt,3
Swanmore and Newtown,3
Upper Meon Valley,3
Wonston and Micheldever,3
Aldbury and Wigginton,3
Ashridge,3
Watling,3
Braughing,3
Datchworth & Aston,3
Hertford Rural North,3
Hertford Rural South,3
Hunsdon,3
Little Hadham,3
Mundens and Cottered,3
Much Hadham,3
Thundridge & Standon,3
Walkern,3
Ermine,3
"Hitchwood, Offa and Hoo",3
Weston and Sandon,3
Sarratt,3
Brookmans Park and Little Heath,3
Biddenden,3
Downs North,3
Downs West,3
Isle of Oxney,3
Rolvenden and Tenterden West,3
Saxon Shore,3
Weald Central,3
Weald East,3
Weald North,3
Weald South,3
Barham Downs,3
Chartham and Stone Street,3
Marshside,3
North Nailbourne,3
Little Stour and Ashstone,3
St Margaret's-at-Cliffe,3
"Shorne, Cobham and Luddesdown",3
North Downs,3
Sutton Valence and Langley,3
"Brasted, Chevening and Sundridge",3
Cowden and Hever,3
"Halstead, Knockholt and Badgers Mount",3
Leigh and Chiddingstone Causeway,3
Otford and Shoreham,3
"Penshurst, Fordcombe and Chiddingstone",3
Seal and Weald,3
Elham and Stelling Minnis,3
Romney Marsh,3
Tolsford,3
Borden,3
Boughton and Courtenay,3
East Downs,3
West Downs,3
Thanet Villages,3
Downs,3
Ightham,3
Brenchley and Horsmonden,3
Capel,3
Frittenden and Sissinghurst,3
Goudhurst and Lamberhurst,3
Brindle and Hoghton,3
Pennine,3
Elswick and Little Eccleston,3
Ellel,3
Kellet,3
Overton,3
Silverdale,3
University,3
Upper Lune Valley,3
Higham and Pendleside,3
Preston Rural North,3
"Aighton, Bailey and Chaigley",3
"Bowland, Newton and Slaidburn",3
Chatburn,3
Chipping,3
"Gisburn, Rimington",3
Ribchester,3
Waddington and West Bradford,3
Wiswell and Pendleton,3
Halsall,3
Rufford,3
Scarisbrick,3
Bickerstaffe,3
Newburgh,3
Brock,3
Great Eccleston,3
Pilling,3
Wyresdale,3
Forest Bradgate,3
The Wolds,3
Wreake Villages,3
Billesdon,3
Bosworth,3
Dunton,3
Lubenham,3
Misterton,3
Nevill,3
Peatling,3
Tilton,3
Ullesthorpe,3
Twycross and Witherley with Sheepy,3
Croxton Kerrial,3
Frisby-on-the-Wreake,3
Gaddesby,3
Long Clawson and Stathern,3
Old Dalby,3
Somerby,3
Waltham-on-the-Wolds,3
Wymondham,3
Appleby,3
Breedon,3
Moira,3
Oakthorpe and Donisthorpe,3
Valley,3
Coastal,3
Five Village,3
Frampton and Holme,3
Swineshead and Holland Fen,3
Binbrook,3
Croft,3
Frithville,3
Grimoldby,3
Legbourne,3
Ludford,3
Marshchapel,3
North Somercotes,3
North Thoresby,3
Roughton,3
Sibsey,3
Wainfleet and Friskney,3
Willoughby with Sloothby,3
Ashby de la Launde and Cranwell,3
Bassingham and Brant Broughton,3
"Billinghay, Martin and North Kyme",3
Cliff Villages,3
"Eagle, Swinderby and Witham St Hughs",3
Kirkby la Thorpe and South Kyme,3
Osbournby,3
"Donington, Quadring and Gosberton",3
Fleet,3
Gedney,3
Holbeach Hurn,3
"Moulton, Weston and Cowbit",3
The Saints,3
Whaplode and Holbeach St John's,3
Aveland,3
Ermine,3
Forest,3
Glen Eden,3
Heath,3
Hillsides,3
Lincrest,3
Loveden,3
Truesdale,3
Witham Valley,3
Fiskerton,3
Hemswell,3
Kelsey,3
Middle Rasen,3
Scampton,3
Stow,3
Torksey,3
Waddingham and Spital,3
Wold View,3
All Saints,3
Buckenham,3
East Guiltcross,3
Eynsford,3
Haggard de Toni,3
Hermitage,3
Launditch,3
Mid Forest,3
Nar Valley,3
Springvale and Scarning,3
Swanton Morley,3
Taverner,3
